Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Car_Age,Engine_to_Power,KM_per_Year,Mileage
2012,80000,Diesel,Manual,First,2982.0,168.5,7.0,13,17.5929203539823,5714.285714285715,12.55
2013,46000,Diesel,Manual,First,1199.0,73.9,5.0,12,16.008010680907876,3538.4615384615386,22.07
2009,70000,Petrol,Automatic,Third,1799.0,130.2,5.0,16,13.71189024390244,4117.64705882353,13.9
2009,51000,Diesel,Automatic,First,2993.0,258.0,5.0,16,11.555984555984557,3000.0,14.49
2017,25000,Diesel,Automatic,First,2179.0,140.0,7.0,8,15.453900709219859,2777.777777777778,16.0
2017,25132,Petrol,Automatic,First,1797.0,147.4,5.0,8,12.109164420485175,2792.4444444444443,14.5
2011,70000,Petrol,Manual,First,1798.0,138.1,5.0,14,12.925952552120776,4666.666666666667,14.53
2015,48913,Petrol,Manual,First,796.0,47.3,5.0,10,16.48033126293996,4446.636363636364,24.7
2014,63000,Diesel,Manual,First,1498.0,98.6,5.0,11,15.040160642570282,5250.0,25.6
2011,90000,Petrol,Manual,First,796.0,46.3,5.0,14,16.82875264270613,6000.0,19.7
2013,55000,Petrol,Manual,First,1198.0,86.8,5.0,12,13.644646924829157,4230.7692307692305,19.4
2013,51000,Petrol,Manual,First,1198.0,73.9,5.0,12,15.994659546061413,3923.076923076923,16.47
2012,35844,Petrol,Manual,Second,1197.0,85.8,5.0,13,13.790322580645162,2560.285714285714,18.5
2012,14850,Petrol,Automatic,First,3696.0,328.5,2.0,13,11.216995447647951,1060.7142857142858,10.0
2014,98000,Diesel,Automatic,First,1968.0,174.33,5.0,11,11.224547995209033,8166.666666666667,17.68
2015,17000,Petrol,Manual,First,1197.0,81.83,5.0,10,14.451285766026801,1545.4545454545455,18.6
2013,42670,Diesel,Manual,First,1582.0,126.3,5.0,12,12.427336999214454,3282.3076923076924,22.32
2014,33128,Diesel,Automatic,First,2993.0,313.0,4.0,11,9.531847133757962,2760.6666666666665,17.54
2018,7300,Petrol,Manual,Second,998.0,67.1,5.0,7,14.654919236417035,912.5,24.07
2016,53416,Diesel,Manual,First,1396.0,88.73,5.0,9,15.557784464504625,5341.6,22.54
2011,47000,Petrol,Manual,Second,1496.0,88.73,5.0,14,16.67223893903934,3133.3333333333335,17.6
2008,72002,Diesel,Manual,Second,1991.0,142.0,5.0,17,13.923076923076923,4000.1111111111113,13.6
2016,47000,Diesel,Automatic,First,1498.0,108.4,5.0,9,13.692870201096891,4700.0,21.72
2016,47634,Diesel,Automatic,First,1968.0,174.33,5.0,9,11.224547995209033,4763.4,17.68
2015,62000,Petrol,Manual,First,1198.0,74.0,5.0,10,15.973333333333333,5636.363636363636,16.47
2013,65000,Diesel,Manual,Second,1399.0,67.0,5.0,12,20.573529411764707,5000.0,19.68
2014,92448,Diesel,Manual,First,1995.0,147.9,5.0,11,13.398253861652115,7704.0,17.15
2014,68000,Diesel,Manual,First,1498.0,89.84,5.0,11,16.490532804931746,5666.666666666667,22.7
2011,87000,Diesel,Automatic,First,2179.0,115.0,5.0,14,18.78448275862069,5800.0,0.0
2016,108000,Diesel,Manual,First,1498.0,98.6,5.0,9,15.040160642570282,10800.0,25.8
2015,60000,Diesel,Automatic,First,1984.0,150.0,5.0,10,13.139072847682119,5454.545454545455,23.3
2011,82000,Petrol,Manual,First,1197.0,78.9,5.0,14,14.981226533166456,5466.666666666667,20.36
2016,26189,Petrol,Manual,First,1196.0,86.8,5.0,9,13.621867881548976,2618.9,18.16
2016,26300,Diesel,Manual,First,1248.0,88.5,5.0,9,13.94413407821229,2630.0,28.09
2016,35000,Diesel,Automatic,First,2982.0,168.7,7.0,9,17.57218621096052,3500.0,12.55
2010,67000,Diesel,Manual,First,1248.0,75.0,5.0,15,16.42105263157895,4187.5,18.0
2012,42285,Petrol,Manual,First,814.0,55.0,5.0,13,14.535714285714286,3020.3571428571427,22.0
2017,7000,Petrol,Manual,First,1198.0,82.0,6.0,8,14.433734939759036,777.7777777777778,18.15
2016,42000,Petrol,Manual,First,1197.0,81.83,5.0,9,14.451285766026801,4200.0,18.6
2015,56967,Petrol,Manual,First,1086.0,62.1,5.0,10,17.210776545166404,5178.818181818182,17.92
2019,29566,Diesel,Automatic,First,2143.0,170.0,5.0,6,12.532163742690058,4223.714285714285,17.9
2015,41836,Petrol,Manual,First,998.0,67.04,5.0,10,14.667842445620222,3803.2727272727275,20.51
2018,19764,Diesel,Manual,First,1493.0,70.0,7.0,7,21.028169014084508,2470.5,16.5
2009,134000,Diesel,Manual,First,1248.0,75.0,5.0,16,16.42105263157895,7882.35294117647,18.0
2018,8321,Petrol,Manual,First,1197.0,81.86,5.0,7,14.44605358435916,1040.125,18.6
2015,174000,Diesel,Manual,First,1405.0,70.0,5.0,10,19.788732394366196,15818.181818181818,19.1
2002,119613,Diesel,Manual,Second,2446.0,75.0,10.0,23,32.18421052631579,4983.875,13.1
2017,21000,Petrol,Manual,First,1197.0,83.14,5.0,8,14.226289517470882,2333.3333333333335,20.85
2015,55600,Diesel,Manual,First,1498.0,103.2,5.0,10,14.37619961612284,5054.545454545455,20.34
2014,61000,Diesel,Manual,First,1248.0,75.0,5.0,11,16.42105263157895,5083.333333333333,19.5
2013,38428,Petrol,Manual,Second,1198.0,86.8,5.0,12,13.644646924829157,2956.0,19.4
2009,95000,Diesel,Automatic,Second,1461.0,93.7,5.0,16,14.667842445620222,5588.235294117647,18.48
2012,18000,Petrol,Manual,First,1197.0,80.0,5.0,13,14.777777777777779,1285.7142857142858,17.0
2019,7000,Diesel,Automatic,First,2198.0,158.0,7.0,6,13.823899371069182,1000.0,12.62
2016,24779,Petrol,Manual,First,1197.0,81.83,5.0,9,14.451285766026801,2477.9,18.6
2019,17431,Petrol,Manual,First,1197.0,81.8,5.0,6,14.456521739130435,2490.1428571428573,21.5
2008,88000,Diesel,Manual,First,2179.0,120.0,8.0,17,18.00826446280992,4888.888888888889,12.05
2015,29347,Petrol,Manual,First,998.0,67.04,5.0,10,14.667842445620222,2667.909090909091,22.5
2015,24000,Diesel,Manual,First,1248.0,88.5,5.0,10,13.94413407821229,2181.818181818182,26.21
2016,60249,Diesel,Automatic,First,1968.0,187.74,5.0,9,10.427042492317474,6024.9,18.25
2017,15000,Petrol,Manual,First,1373.0,91.1,5.0,8,14.90770901194354,1666.6666666666667,20.73
2018,3013,Diesel,Manual,First,1498.0,98.63,5.0,7,15.03563183779986,376.625,24.4
2013,60000,Diesel,Manual,First,1364.0,93.7,5.0,12,14.667842445620222,4615.384615384615,23.59
2013,83503,Diesel,Manual,First,2179.0,140.0,7.0,12,15.453900709219859,6423.307692307692,15.1
2011,69000,Diesel,Manual,Second,1991.0,147.9,5.0,14,13.371390194761585,4600.0,18.3
2018,54000,Petrol,Manual,First,814.0,55.2,5.0,7,14.483985765124554,6750.0,21.1
2013,49000,Diesel,Manual,First,1248.0,73.94,5.0,12,16.653322658126502,3769.230769230769,23.2
2013,86000,Diesel,Manual,First,1364.0,93.7,5.0,12,14.667842445620222,6615.384615384615,23.59
2010,36000,Petrol,Manual,Second,998.0,67.04,5.0,15,14.667842445620222,2250.0,22.5
2018,12899,Petrol,Manual,First,1499.0,110.4,5.0,7,13.456014362657092,1612.375,15.85
2016,56839,Diesel,Automatic,First,1461.0,108.45,5.0,9,13.348560986751941,5683.9,19.6
2012,46972,Petrol,Manual,First,1197.0,81.8,5.0,13,14.456521739130435,3355.1428571428573,22.0
2015,96012,Diesel,Manual,First,2489.0,93.7,7.0,10,26.28299894403379,8728.363636363636,14.95
2012,59311,Petrol,Manual,First,1461.0,93.7,5.0,13,14.667842445620222,4236.5,18.3
2010,90000,Petrol,Automatic,Third,2354.0,152.0,5.0,15,15.38562091503268,5625.0,10.1
2016,32835,Diesel,Manual,First,1248.0,91.7,5.0,9,13.462783171521036,3283.5,20.5
2017,60739,Diesel,Automatic,First,1582.0,126.2,5.0,8,12.437106918238994,6748.777777777777,17.01
2017,19476,Petrol,Automatic,First,1368.0,160.0,4.0,8,8.496894409937887,2164.0,19.0
2017,15000,Petrol,Manual,First,999.0,123.24,5.0,8,8.040888602704443,1666.6666666666667,18.88
2011,53000,Diesel,Automatic,First,2993.0,270.9,5.0,14,11.007723427730784,3533.3333333333335,14.74
2016,20000,Petrol,Manual,Second,1197.0,82.0,5.0,9,14.421686746987952,2000.0,18.9
2008,67000,Diesel,Automatic,First,2987.0,224.34,5.0,17,13.255524984467915,3722.222222222222,8.7
2009,140000,Diesel,Manual,Second,2494.0,102.0,7.0,16,24.21359223300971,8235.29411764706,12.8
2011,25000,Petrol,Automatic,Second,2354.0,177.6,5.0,14,13.180291153415453,1666.6666666666667,11.7
2007,69000,Petrol,Manual,Second,998.0,67.1,5.0,18,14.654919236417035,3631.5789473684213,18.9
2013,65461,Diesel,Manual,First,1396.0,90.0,5.0,12,15.340659340659341,5035.461538461538,21.9
2014,33000,Petrol,Manual,First,1197.0,85.8,5.0,11,13.790322580645162,2750.0,18.6
2011,52000,Petrol,Manual,First,1497.0,118.0,5.0,14,12.579831932773109,3466.6666666666665,17.0
2015,29215,Petrol,Manual,First,1198.0,74.0,5.0,10,15.973333333333333,2655.909090909091,16.47
2010,40000,LPG,Manual,Second,1495.0,93.7,5.0,15,15.786694825765576,2500.0,13.2
2017,290000,Diesel,Manual,First,2499.0,134.0,5.0,8,18.511111111111113,32222.222222222223,12.4
2017,14519,Petrol,Manual,First,1497.0,117.3,7.0,8,12.654268808114962,1613.2222222222222,15.4
2012,350000,Diesel,Manual,First,1248.0,74.0,5.0,13,16.64,25000.0,23.4
2014,39000,Diesel,Manual,First,1498.0,98.6,7.0,11,15.040160642570282,3250.0,24.2
2016,40130,Petrol,Manual,First,1373.0,93.7,7.0,9,14.498416050686378,4013.0,16.02
2015,58000,Diesel,Automatic,First,2477.0,175.56,7.0,10,14.029225192569099,5272.727272727273,13.5
2013,43000,Diesel,Automatic,First,2147.0,107.3,5.0,12,19.824561403508774,3307.6923076923076,15.0
2017,15500,CNG,Manual,First,1196.0,73.0,5.0,8,16.16216216216216,1722.2222222222222,15.1
2011,34948,Petrol,Manual,First,1598.0,103.5,5.0,14,15.291866028708133,2329.866666666667,16.09
2006,98245,Petrol,Manual,Third,1298.0,83.1,8.0,19,15.434007134363853,4912.25,11.3
2014,36390,Diesel,Manual,First,1498.0,98.6,5.0,11,15.040160642570282,3032.5,26.0
2010,122000,Petrol,Manual,First,1197.0,85.8,5.0,15,13.790322580645162,7625.0,17.5
2013,79003,Diesel,Manual,First,1598.0,103.6,5.0,12,15.277246653919695,6077.153846153846,20.54
2013,78830,Diesel,Automatic,Second,1896.0,105.0,5.0,12,17.88679245283019,6063.846153846154,17.0
2011,53000,Petrol,Manual,First,1198.0,86.8,5.0,14,13.644646924829157,3533.3333333333335,19.4
2009,53000,Petrol,Manual,Second,998.0,66.1,5.0,16,14.873323397913563,3117.6470588235293,19.0
2011,82000,Diesel,Manual,Second,1248.0,88.8,5.0,14,13.897550111358575,5466.666666666667,21.5
2013,95000,Diesel,Manual,First,1582.0,126.2,5.0,12,12.437106918238994,7307.692307692308,22.54
2017,18090,Petrol,Manual,First,998.0,67.1,5.0,8,14.654919236417035,2010.0,24.07
2004,70332,Petrol,Manual,Third,796.0,46.3,5.0,21,16.82875264270613,3196.909090909091,19.7
2018,46000,Petrol,Manual,First,799.0,53.64,5.0,7,14.62298682284041,5750.0,22.7
2015,63402,Diesel,Manual,First,1498.0,89.84,5.0,10,16.490532804931746,5763.818181818182,22.7
2017,13000,Diesel,Manual,First,1498.0,98.6,5.0,8,15.040160642570282,1444.4444444444443,26.0
2010,65505,Diesel,Automatic,First,2143.0,204.0,5.0,15,10.453658536585365,4094.0625,14.94
2006,154000,Petrol,Manual,Third,2359.0,165.0,5.0,19,14.210843373493976,7700.0,13.2
2008,85142,Petrol,Manual,Second,995.0,62.0,5.0,17,15.793650793650794,4730.111111111111,18.0
2016,45000,Petrol,Manual,First,1199.0,74.0,5.0,9,15.986666666666666,4500.0,16.2
2011,48000,Petrol,Manual,First,1197.0,78.9,5.0,14,14.981226533166456,3200.0,20.36
2012,77800,Petrol,Manual,First,1197.0,93.7,5.0,13,14.667842445620222,5557.142857142857,18.3
2016,39549,Petrol,Manual,First,998.0,67.1,5.0,9,14.654919236417035,3954.9,24.07
2011,100922,Petrol,Automatic,Second,2354.0,152.0,5.0,14,15.38562091503268,6728.133333333333,10.1
2013,55000,Petrol,Automatic,First,1591.0,121.4,5.0,12,12.998366013071895,4230.7692307692305,17.01
2011,45000,Diesel,Automatic,Second,2143.0,204.0,5.0,14,10.453658536585365,3000.0,14.94
2017,145000,Petrol,Automatic,First,1199.0,88.7,5.0,8,13.366778149386844,16111.111111111111,18.1
2011,45000,Diesel,Manual,First,2498.0,112.0,8.0,14,22.106194690265486,3000.0,14.0
2012,44000,Petrol,Automatic,First,2359.0,198.25,5.0,13,11.83939774153074,3142.8571428571427,12.37
2015,48000,Diesel,Manual,First,1396.0,88.7,5.0,10,15.56298773690078,4363.636363636364,21.38
2011,64139,Diesel,Manual,First,2494.0,102.0,7.0,14,24.21359223300971,4275.933333333333,12.8
2019,11574,Petrol,Manual,First,1199.0,88.7,5.0,6,13.366778149386844,1653.4285714285713,0.0
2013,14311,CNG,Manual,First,796.0,47.3,5.0,12,16.48033126293996,1100.8461538461538,30.46
2016,20000,Petrol,Manual,First,1197.0,81.83,5.0,9,14.451285766026801,2000.0,18.6
2018,18338,Petrol,Automatic,First,2996.0,362.07,2.0,7,8.251852259894786,2292.25,19.0
2019,17964,Diesel,Manual,First,1396.0,88.73,5.0,6,15.557784464504625,2566.285714285714,22.54
2012,55500,Diesel,Automatic,First,2982.0,169.0,7.0,13,17.541176470588237,3964.285714285714,11.5
2008,130000,Diesel,Manual,Second,2179.0,120.0,8.0,17,18.00826446280992,7222.222222222223,12.05
2016,50000,Diesel,Automatic,First,2987.0,254.79,5.0,9,11.677547988584386,5000.0,11.57
2015,49830,Petrol,Manual,First,1199.0,74.0,5.0,10,15.986666666666666,4530.0,16.2
2009,49000,Diesel,Automatic,First,1995.0,177.0,5.0,16,11.207865168539326,2882.3529411764707,18.48
2013,53967,Diesel,Manual,First,1498.0,89.84,5.0,12,16.490532804931746,4151.307692307692,22.7
2011,54000,Petrol,Manual,First,1586.0,104.68,5.0,14,15.007570022710068,3600.0,15.0
2009,75000,Petrol,Automatic,First,1396.0,100.0,5.0,16,13.821782178217822,4411.764705882353,15.0
2016,100000,Diesel,Manual,First,1120.0,71.0,5.0,9,15.555555555555555,10000.0,24.4
2015,142000,Diesel,Manual,First,1461.0,108.5,8.0,10,13.342465753424657,12909.09090909091,19.98
2012,83388,Diesel,Manual,Second,1461.0,108.45,5.0,13,13.348560986751941,5956.285714285715,19.01
2012,62000,Petrol,Manual,First,1298.0,85.8,5.0,13,14.953917050691246,4428.571428571428,17.5
2016,61000,Diesel,Manual,First,1498.0,98.6,5.0,9,15.040160642570282,6100.0,26.0
2011,45000,Diesel,Automatic,First,2967.0,241.4,5.0,14,12.24009900990099,3000.0,14.94
2013,33000,Diesel,Manual,First,1796.0,157.7,5.0,12,11.316950220541903,2538.4615384615386,10.0
2014,113565,Diesel,Manual,First,2494.0,100.6,8.0,11,24.54724409448819,9463.75,12.99
2008,131000,Diesel,Manual,First,1896.0,105.0,5.0,17,17.88679245283019,7277.777777777777,15.0
2015,72253,Diesel,Manual,First,2523.0,62.1,7.0,10,39.98415213946117,6568.454545454545,15.96
2016,46346,Petrol,Manual,First,1197.0,83.14,5.0,9,14.226289517470882,4634.6,20.85
2016,37000,Petrol,Manual,First,1497.0,118.0,5.0,9,12.579831932773109,3700.0,17.0
2019,56371,Diesel,Manual,First,1186.0,73.97,5.0,6,15.819661197812458,8053.0,24.0
2016,98500,Diesel,Manual,First,1396.0,69.01,5.0,9,19.940008570204256,9850.0,25.0
2015,71588,Diesel,Manual,First,1248.0,74.0,5.0,10,16.64,6508.0,27.39
2014,68000,Petrol,Manual,First,796.0,47.3,5.0,11,16.48033126293996,5666.666666666667,24.7
2003,66800,Petrol,Automatic,Second,2497.0,203.0,5.0,22,12.240196078431373,2904.3478260869565,11.2
2016,90000,Diesel,Manual,First,1248.0,73.9,5.0,9,16.66221628838451,9000.0,19.3
2013,54000,Diesel,Manual,First,1461.0,83.8,5.0,12,17.22877358490566,4153.846153846154,20.45
2011,87248,Petrol,Automatic,Second,1991.0,184.0,5.0,14,10.762162162162163,5816.533333333334,14.74
2017,9052,Petrol,Manual,First,998.0,67.04,5.0,8,14.667842445620222,1005.7777777777778,23.1
2014,67320,Petrol,Manual,First,1086.0,62.1,5.0,11,17.210776545166404,5610.0,17.92
2018,28635,Petrol,Manual,First,1199.0,74.0,5.0,7,15.986666666666666,3579.375,16.2
2016,78904,Diesel,Manual,First,2523.0,62.1,7.0,9,39.98415213946117,7890.4,15.96
2018,16409,Diesel,Automatic,First,2993.0,258.0,5.0,7,11.555984555984557,2051.125,14.69
2012,61180,Petrol,Manual,Second,1497.0,116.3,5.0,13,12.762148337595908,4370.0,16.8
2014,59577,Petrol,Manual,Second,1197.0,82.85,5.0,11,14.275491949910556,4964.75,18.5
2016,24104,Diesel,Manual,First,2494.0,100.0,8.0,9,24.693069306930692,2410.4,12.99
2008,69000,Diesel,Automatic,Third,2495.0,218.0,5.0,17,11.39269406392694,3833.3333333333335,16.73
2015,35000,Petrol,Automatic,First,1197.0,103.6,5.0,10,11.443594646271512,3181.818181818182,17.21
2014,75000,Diesel,Automatic,First,2477.0,175.56,7.0,11,14.029225192569099,6250.0,13.5
2014,98000,Petrol,Manual,First,1373.0,93.7,7.0,11,14.498416050686378,8166.666666666667,16.02
2014,51843,Diesel,Automatic,Third,1968.0,174.33,5.0,11,11.224547995209033,4320.25,17.68
2013,80000,Diesel,Manual,Second,1248.0,74.0,5.0,12,16.64,6153.846153846154,23.4
2009,110000,Diesel,Manual,Third,2982.0,171.0,7.0,16,17.337209302325583,6470.588235294118,11.5
2015,75383,Petrol,Manual,First,1086.0,68.05,5.0,10,15.727733526430123,6853.0,19.81
2017,31861,Diesel,Automatic,First,1493.0,100.0,7.0,8,14.782178217821782,3540.1111111111113,18.49
2011,57900,Diesel,Manual,First,2148.0,170.0,5.0,14,12.56140350877193,3860.0,15.8
2014,48000,Diesel,Manual,First,1248.0,73.9,5.0,11,16.66221628838451,4000.0,19.3
2015,33544,Petrol,Manual,First,1197.0,82.85,5.0,10,14.275491949910556,3049.4545454545455,18.5
2015,65000,Diesel,Manual,First,1248.0,74.0,5.0,10,16.64,5909.090909090909,25.2
2017,103189,Diesel,Manual,First,2393.0,147.8,8.0,8,16.081989247311828,11465.444444444445,13.68
2017,35007,Petrol,Manual,First,1496.0,88.73,5.0,8,16.67223893903934,3889.6666666666665,16.78
2010,98000,Diesel,Manual,First,1364.0,87.2,5.0,15,15.46485260770975,6125.0,21.43
2017,25678,Diesel,Manual,First,1186.0,73.97,5.0,8,15.819661197812458,2853.1111111111113,24.0
2015,65636,Diesel,Manual,First,1248.0,88.73,5.0,10,13.908391842193247,5966.909090909091,21.79
2015,21730,Diesel,Automatic,First,1968.0,174.33,5.0,10,11.224547995209033,1975.4545454545455,17.68
2013,46112,Petrol,Manual,First,1198.0,86.7,5.0,12,13.660205245153934,3547.076923076923,18.0
2015,20000,Petrol,Manual,First,1197.0,81.83,5.0,10,14.451285766026801,1818.1818181818182,18.6
2013,67000,Diesel,Manual,First,2179.0,140.0,7.0,12,15.453900709219859,5153.846153846154,15.1
2016,29000,Diesel,Automatic,First,2143.0,204.0,5.0,9,10.453658536585365,2900.0,13.0
2014,86000,Diesel,Manual,First,1396.0,88.7,5.0,11,15.56298773690078,7166.666666666667,24.8
2013,34000,Petrol,Manual,First,1198.0,86.7,5.0,12,13.660205245153934,2615.3846153846152,18.0
2014,36000,Diesel,Automatic,First,1968.0,174.33,5.0,11,11.224547995209033,3000.0,17.11
2013,49000,Petrol,Manual,First,1197.0,78.9,5.0,12,14.981226533166456,3769.230769230769,20.36
2017,7000,Petrol,Manual,First,1199.0,84.0,5.0,8,14.105882352941176,777.7777777777778,20.3
2014,60188,Diesel,Manual,First,1120.0,71.0,5.0,11,15.555555555555555,5015.666666666667,24.4
2012,79000,Diesel,Manual,First,1399.0,68.0,5.0,13,20.27536231884058,5642.857142857143,20.0
2012,115439,Diesel,Manual,Second,2494.0,100.0,7.0,13,24.693069306930692,8245.642857142857,12.99
2011,104500,Diesel,Manual,Second,1396.0,90.0,5.0,14,15.340659340659341,6966.666666666667,23.0
2013,35000,Diesel,Automatic,First,2143.0,204.0,5.0,12,10.453658536585365,2692.3076923076924,13.0
2016,26186,Diesel,Manual,First,1582.0,126.2,5.0,9,12.437106918238994,2618.6,19.67
2012,58061,Petrol,Manual,First,995.0,62.0,5.0,13,15.793650793650794,4147.214285714285,18.0
2011,62000,Diesel,Manual,First,1396.0,90.0,5.0,14,15.340659340659341,4133.333333333333,23.0
2013,118000,Diesel,Manual,Second,1248.0,74.0,5.0,12,16.64,9076.923076923076,23.4
2009,65000,Petrol,Manual,First,1197.0,78.9,5.0,16,14.981226533166456,3823.529411764706,20.36
2008,44379,Petrol,Manual,First,1086.0,62.1,5.0,17,17.210776545166404,2465.5,17.92
2017,61041,Diesel,Manual,First,1498.0,89.84,5.0,8,16.490532804931746,6782.333333333333,22.7
2011,73000,Diesel,Manual,Second,1399.0,67.0,5.0,14,20.573529411764707,4866.666666666667,17.8
2016,57297,Diesel,Automatic,First,1582.0,126.2,5.0,9,12.437106918238994,5729.7,17.01
2015,28700,Petrol,Manual,Second,1591.0,121.3,5.0,10,13.008994276369583,2609.090909090909,15.29
2013,85264,Petrol,Manual,First,1497.0,118.0,5.0,12,12.579831932773109,6558.7692307692305,17.0
2017,20000,Petrol,Automatic,First,1197.0,81.8,5.0,8,14.456521739130435,2222.222222222222,20.89
2017,11934,Petrol,Automatic,First,1497.0,117.3,5.0,8,12.654268808114962,1326.0,18.0
2010,83000,Petrol,Manual,First,1497.0,118.0,5.0,15,12.579831932773109,5187.5,17.0
2013,23000,Petrol,Manual,First,1596.0,99.6,5.0,12,15.864811133200796,1769.2307692307693,15.3
2017,14927,Petrol,Manual,First,1197.0,81.83,5.0,8,14.451285766026801,1658.5555555555557,18.6
2007,158000,Petrol,Manual,Second,1794.0,125.0,5.0,18,14.238095238095237,8315.78947368421,13.4
2011,111000,Diesel,Manual,Third,1461.0,63.1,5.0,14,22.792511700468022,7400.0,23.08
2011,63528,Petrol,Manual,First,796.0,46.3,5.0,14,16.82875264270613,4235.2,19.7
2015,92000,Diesel,Manual,First,1248.0,88.5,5.0,10,13.94413407821229,8363.636363636364,26.21
2017,41200,Diesel,Manual,First,1248.0,88.5,5.0,8,13.94413407821229,4577.777777777777,28.09
2016,39052,Diesel,Manual,First,2179.0,140.0,7.0,9,15.453900709219859,3905.2,15.1
2014,55100,Diesel,Manual,First,1461.0,83.8,5.0,11,17.22877358490566,4591.666666666667,20.45
2011,76958,Petrol,Manual,First,1197.0,80.0,5.0,14,14.777777777777779,5130.533333333334,17.0
2015,70419,Diesel,Manual,First,1461.0,63.12,5.0,10,22.785402370555207,6401.727272727273,23.08
2017,21000,Petrol,Automatic,First,998.0,67.0,5.0,8,14.676470588235293,2333.3333333333335,20.51
2009,64000,Petrol,Automatic,First,4395.0,450.0,4.0,16,9.7450110864745,3764.705882352941,7.94
2011,63698,Petrol,Manual,Second,1497.0,116.3,5.0,14,12.762148337595908,4246.533333333334,16.8
2016,62715,Diesel,Manual,First,1396.0,69.0,5.0,9,19.942857142857143,6271.5,23.03
2013,37922,Petrol,Manual,Second,1198.0,86.8,5.0,12,13.644646924829157,2917.076923076923,19.4
2016,52000,Diesel,Manual,First,1498.0,98.6,5.0,9,15.040160642570282,5200.0,27.3
2013,47000,Diesel,Automatic,First,2143.0,107.3,5.0,12,19.7876269621422,3615.3846153846152,20.0
2009,64000,Petrol,Manual,Second,1798.0,138.1,5.0,16,12.925952552120776,3764.705882352941,14.53
2007,109000,Petrol,Manual,Second,1799.0,130.0,5.0,18,13.732824427480915,5736.8421052631575,13.5
2015,19000,Diesel,Manual,First,1582.0,126.2,5.0,10,12.437106918238994,1727.2727272727273,19.67
2009,99000,Petrol,Automatic,Second,1984.0,208.0,5.0,16,9.492822966507177,5823.529411764706,9.74
2005,50000,Petrol,Manual,Second,1389.0,88.0,5.0,20,15.606741573033707,2380.9523809523807,14.2
2013,105000,Diesel,Automatic,Second,2982.0,168.5,7.0,12,17.5929203539823,8076.923076923077,12.55
2016,24000,Petrol,Manual,First,1591.0,121.3,5.0,9,13.008994276369583,2400.0,15.29
2017,23389,Diesel,Manual,First,1498.0,108.62,5.0,8,13.665389527458492,2598.777777777778,21.66
2009,90000,Petrol,Manual,First,1197.0,80.0,5.0,16,14.777777777777779,5294.117647058823,18.5
2013,20000,Diesel,Automatic,First,1968.0,174.33,5.0,12,11.224547995209033,1538.4615384615386,17.68
2014,62269,Diesel,Manual,First,1120.0,70.0,5.0,11,15.774647887323944,5189.083333333333,24.0
2015,69000,Diesel,Manual,First,1968.0,138.13,5.0,10,14.145044203263136,6272.727272727273,17.32
2015,58898,Diesel,Automatic,First,2993.0,258.0,5.0,10,11.555984555984557,5354.363636363636,14.69
2018,29110,Diesel,Automatic,First,1248.0,74.0,5.0,7,16.64,3638.75,26.59
2019,34649,Petrol,Automatic,First,1197.0,81.86,5.0,6,14.44605358435916,4949.857142857143,18.9
2017,13000,Diesel,Manual,First,1498.0,98.6,5.0,8,15.040160642570282,1444.4444444444443,26.0
2015,25043,Petrol,Manual,First,1197.0,81.86,5.0,10,14.44605358435916,2276.6363636363635,18.9
2018,36611,Petrol,Automatic,First,1199.0,88.7,5.0,7,13.366778149386844,4576.375,19.0
2008,150000,Diesel,Manual,Second,1248.0,75.0,5.0,17,16.42105263157895,8333.333333333334,17.8
2015,82000,Petrol,Manual,First,998.0,67.04,5.0,10,14.667842445620222,7454.545454545455,22.5
2017,45158,Diesel,Manual,Second,1248.0,88.5,5.0,8,13.94413407821229,5017.555555555556,28.09
2016,36968,Petrol,Automatic,First,1197.0,103.2,5.0,9,11.487523992322457,3696.8,16.93
2015,53556,Petrol,Manual,First,1197.0,81.8,5.0,10,14.456521739130435,4868.727272727273,20.4
2013,78500,Diesel,Automatic,First,1968.0,138.1,5.0,12,14.148094895758447,6038.461538461538,20.0
2017,133000,Diesel,Manual,First,1120.0,71.0,5.0,8,15.555555555555555,14777.777777777777,24.4
2017,33186,Diesel,Manual,First,1582.0,126.2,5.0,8,12.437106918238994,3687.3333333333335,19.67
2012,65000,Petrol,Automatic,First,1796.0,186.0,5.0,13,9.60427807486631,4642.857142857143,11.74
2015,61903,Diesel,Manual,First,1248.0,74.0,5.0,10,16.64,5627.545454545455,22.9
2011,25000,Petrol,Manual,First,1496.0,88.73,5.0,14,16.67223893903934,1666.6666666666667,17.6
2007,64168,Petrol,Automatic,First,1086.0,93.7,5.0,18,14.667842445620222,3377.2631578947367,17.0
2017,8044,Petrol,Manual,First,1197.0,83.14,5.0,8,14.226289517470882,893.7777777777778,20.85
2017,18000,Diesel,Automatic,First,2967.0,241.4,5.0,8,12.24009900990099,2000.0,13.22
2013,80000,Petrol,Manual,First,1497.0,116.3,5.0,12,12.762148337595908,6153.846153846154,16.8
2016,45000,Diesel,Manual,First,1198.0,77.0,5.0,9,15.35897435897436,4500.0,25.32
2013,78835,Diesel,Manual,Second,2498.0,112.0,8.0,12,22.106194690265486,6064.2307692307695,14.0
2017,30631,Petrol,Manual,First,1199.0,84.0,5.0,8,14.105882352941176,3403.4444444444443,23.84
2011,72573,Diesel,Manual,First,2179.0,120.0,8.0,14,18.00826446280992,4838.2,12.05
